transaction_id,transaction_time,card_id,merchant_id,amount,is_fraud
T8398,2025-02-19 21:00:00,C00442,M0494,10.66,0
T2042,2025-02-19 21:11:00,C00095,M0407,30.33,0
T4232,2025-02-19 21:12:00,C01607,M0167,48.12,0
T6017,2025-02-19 21:13:00,C00750,M0441,16.89,0
T7140,2025-02-19 21:26:00,C00176,M0326,35.99,0
T3208,2025-02-19 21:29:00,C00949,M0115,46.61,0
T2982,2025-02-19 21:33:00,C01833,M0464,7.34,0
T3492,2025-02-19 21:34:00,C00805,M0022,169.45,0
T6117,2025-02-19 22:14:00,C01734,M0485,67.17,1
T1006,2025-02-19 22:15:00,C01723,M0339,6.65,0
T2871,2025-02-19 22:26:00,C01885,M0242,9.0,0
T1005,2025-02-19 22:27:00,C01660,M0268,22.5,0
T128,2025-02-19 22:30:00,C01201,M0284,8.31,0
T6148,2025-02-19 22:36:00,C00081,M0086,15.51,0
T8865,2025-02-19 22:38:00,C00262,M0396,58.35,0
T6282,2025-02-19 22:47:00,C01044,M0159,27.38,0
T23,2025-02-19 22:52:00,C01468,M0231,10.72,0
T5694,2025-02-19 23:07:00,C01321,M0311,16.99,0
T9617,2025-02-19 23:07:00,C01421,M0461,5.2,0
T2744,2025-02-19 23:07:00,C01743,M0007,37.39,0
T2230,2025-02-19 23:26:00,C00897,M0045,23.94,0
T3122,2025-02-19 23:35:00,C01043,M0342,10.93,0
T2835,2025-02-19 23:46:00,C00764,M0074,13.48,0
T8515,2025-02-19 23:57:00,C01903,M0107,9.84,0
T3693,2025-02-20 00:10:00,C01155,M0223,18.5,0
T5797,2025-02-20 00:13:00,C01779,M0311,19.67,0
T6842,2025-02-20 00:15:00,C00419,M0124,33.31,0
T5063,2025-02-20 00:45:00,C00078,M0445,7.38,0
T5172,2025-02-20 00:55:00,C00775,M0037,3.77,0
T2715,2025-02-20 00:55:00,C01782,M0471,57.61,1
T7633,2025-02-20 01:09:00,C00330,M0236,40.48,0
T4453,2025-02-20 01:15:00,C01094,M0353,7.08,0
T209,2025-02-20 01:22:00,C00888,M0487,6.55,0
T5229,2025-02-20 01:24:00,C01385,M0465,14.07,0
T8696,2025-02-20 01:30:00,C00507,M0325,35.6,0
T5764,2025-02-20 01:35:00,C00465,M0017,9.94,0
T1782,2025-02-20 01:39:00,C00976,M0386,70.97,0
T962,2025-02-20 01:41:00,C00697,M0219,31.03,0
T6320,2025-02-20 01:44:00,C01643,M0028,6.2,0
T6972,2025-02-20 01:47:00,C00420,M0167,25.82,0
T3069,2025-02-20 02:04:00,C00872,M0250,94.17,0
T577,2025-02-20 02:04:00,C00243,M0179,25.47,0
T3199,2025-02-20 02:07:00,C00287,M0120,6.97,0
T2229,2025-02-20 02:26:00,C00916,M0080,27.04,0
T9988,2025-02-20 02:34:00,C01294,M0201,42.92,0
T8555,2025-02-20 02:58:00,C00067,M0236,5.1,0
T6647,2025-02-20 03:21:00,C01005,M0046,8.94,0
T9055,2025-02-20 03:24:00,C00006,M0107,1.65,0
T8744,2025-02-20 03:47:00,C01831,M0162,7.72,0
T6113,2025-02-20 03:47:00,C01201,M0333,10.21,0
T8906,2025-02-20 03:52:00,C01658,M0181,23.42,0
T7464,2025-02-20 03:53:00,C00130,M0117,5.73,0
T2891,2025-02-20 03:57:00,C00869,M0037,43.45,0
T2096,2025-02-20 04:00:00,C01249,M0196,56.06,0
T7698,2025-02-20 04:15:00,C00998,M0056,56.69,0
T5638,2025-02-20 04:15:00,C00141,M0264,19.05,0
T9215,2025-02-20 04:18:00,C01119,M0482,40.61,0
T1153,2025-02-20 04:18:00,C01809,M0135,21.7,0
T6896,2025-02-20 04:27:00,C00668,M0477,62.99,0
T548,2025-02-20 04:27:00,C00645,M0468,19.03,0
T852,2025-02-20 04:34:00,C00491,M0253,3.38,0
T9219,2025-02-20 05:02:00,C01911,M0107,5.23,0
T869,2025-02-20 05:03:00,C00060,M0106,133.48,0
T4843,2025-02-20 05:07:00,C01187,M0390,34.62,0
T4341,2025-02-20 05:09:00,C00165,M0319,12.06,0
T7107,2025-02-20 05:20:00,C00364,M0483,7.87,0
T9641,2025-02-20 05:22:00,C01303,M0292,17.19,0
T1256,2025-02-20 05:55:00,C00270,M0169,26.83,0
T7759,2025-02-20 06:01:00,C01362,M0249,34.01,0
T455,2025-02-20 06:09:00,C00897,M0146,121.08,0
T5047,2025-02-20 06:13:00,C00546,M0227,14.73,0
T4558,2025-02-20 06:14:00,C00309,M0287,64.6,0
T7726,2025-02-20 06:17:00,C00683,M0058,13.29,0
T8880,2025-02-20 06:19:00,C00586,M0113,14.51,0
T8298,2025-02-20 06:28:00,C01110,M0468,49.1,0
T8192,2025-02-20 06:30:00,C01934,M0490,33.4,0
T4780,2025-02-20 06:31:00,C00986,M0400,25.42,0
T6456,2025-02-20 06:34:00,C01067,M0425,14.19,0
T63,2025-02-20 06:49:00,C01599,M0177,3.76,0
T2003,2025-02-20 07:10:00,C00398,M0465,19.98,0
T1929,2025-02-20 07:40:00,C00970,M0146,54.25,0
T672,2025-02-20 07:54:00,C01690,M0145,15.49,0
T4653,2025-02-20 08:09:00,C01913,M0035,75.75,0
T9681,2025-02-20 08:19:00,C01476,M0410,12.39,0
T2845,2025-02-20 08:36:00,C01555,M0439,29.25,0
T4588,2025-02-20 08:38:00,C01276,M0316,3.24,0
T4016,2025-02-20 08:45:00,C00172,M0136,89.22,0
T6695,2025-02-20 08:54:00,C01360,M0317,52.72,0
T1770,2025-02-20 09:01:00,C01892,M0487,6.98,0
T1541,2025-02-20 09:05:00,C00397,M0320,8.43,0
T4577,2025-02-20 09:27:00,C00107,M0486,9.68,0
T8918,2025-02-20 09:32:00,C00873,M0446,51.49,0
T5972,2025-02-20 09:32:00,C01335,M0226,12.94,0
T6128,2025-02-20 09:33:00,C00975,M0196,6.94,0
T2016,2025-02-20 09:48:00,C01793,M0479,4.19,0
T6927,2025-02-20 09:50:00,C01739,M0069,49.88,0
T552,2025-02-20 09:52:00,C00201,M0064,14.83,0
T1559,2025-02-20 09:55:00,C01818,M0006,182.79,0
T6590,2025-02-20 10:03:00,C00817,M0233,4.82,0
T382,2025-02-20 10:15:00,C00684,M0018,87.03,0
T4273,2025-02-20 10:17:00,C00886,M0003,29.91,0
T6427,2025-02-20 10:35:00,C00203,M0031,18.12,0
T9169,2025-02-20 11:22:00,C01301,M0466,14.23,0
T5472,2025-02-20 11:24:00,C00193,M0061,28.59,0
T2972,2025-02-20 11:32:00,C00918,M0110,30.91,0
T239,2025-02-20 11:34:00,C00899,M0260,21.75,0
T3303,2025-02-20 11:42:00,C00522,M0200,1.66,0
T1743,2025-02-20 11:55:00,C01041,M0239,16.97,0
T9196,2025-02-20 12:03:00,C01909,M0415,12.79,0
T5416,2025-02-20 12:22:00,C00286,M0217,53.56,0
T1443,2025-02-20 12:30:00,C00574,M0404,78.59,0
T4602,2025-02-20 12:42:00,C01643,M0054,111.84,1
T9764,2025-02-20 12:42:00,C01023,M0201,299.71,0
T2920,2025-02-20 12:46:00,C00412,M0422,27.59,0
T6868,2025-02-20 12:58:00,C00902,M0115,19.64,0
T4788,2025-02-20 12:59:00,C01786,M0452,100.12,0
T8328,2025-02-20 13:02:00,C01688,M0487,82.16,0
T417,2025-02-20 13:09:00,C01477,M0233,23.4,0
T3305,2025-02-20 13:25:00,C01668,M0413,18.08,1
T4008,2025-02-20 13:47:00,C00162,M0125,11.35,0
T6072,2025-02-20 13:53:00,C01304,M0356,6.12,0
T8984,2025-02-20 13:53:00,C00058,M0435,37.55,0
T1117,2025-02-20 14:07:00,C01583,M0338,18.17,0
T6446,2025-02-20 15:02:00,C01534,M0444,3.29,0
T6555,2025-02-20 15:03:00,C00226,M0088,21.25,0
T2188,2025-02-20 15:09:00,C01371,M0399,99.79,0
T9457,2025-02-20 15:14:00,C00033,M0462,31.02,0
T8993,2025-02-20 15:18:00,C00903,M0204,2.58,0
T5075,2025-02-20 15:20:00,C01484,M0437,11.04,0
T2303,2025-02-20 15:30:00,C01327,M0204,23.95,0
T9821,2025-02-20 15:32:00,C01919,M0239,38.83,0
T9818,2025-02-20 15:36:00,C00032,M0217,15.04,0
T520,2025-02-20 15:36:00,C00989,M0360,18.77,0
T9488,2025-02-20 15:43:00,C01171,M0133,18.68,0
T2885,2025-02-20 15:54:00,C01654,M0055,22.02,0
T3136,2025-02-20 16:22:00,C00872,M0308,11.29,0
T2132,2025-02-20 16:22:00,C01539,M0431,28.86,0
T328,2025-02-20 16:31:00,C01187,M0308,35.83,0
T3552,2025-02-20 16:56:00,C00602,M0179,66.55,0
T5376,2025-02-20 17:14:00,C01486,M0168,2.59,0
T9280,2025-02-20 17:38:00,C01091,M0399,24.5,0
T3958,2025-02-20 19:15:00,C00652,M0495,10.11,0
T2176,2025-02-20 19:25:00,C01097,M0333,10.43,0
T7571,2025-02-20 19:29:00,C00031,M0241,28.31,0
T8194,2025-02-20 19:33:00,C01872,M0386,70.06,0
T7301,2025-02-20 19:41:00,C01127,M0252,33.51,0
T4718,2025-02-20 19:53:00,C00685,M0421,3.53,0
T9263,2025-02-20 20:25:00,C01558,M0095,14.3,0
T4186,2025-02-20 20:33:00,C00306,M0194,8.22,0
T8932,2025-02-20 21:03:00,C00583,M0102,6.19,0
T9147,2025-02-20 21:13:00,C00438,M0405,56.62,0
T7263,2025-02-20 21:22:00,C01686,M0183,85.12,0
T5515,2025-02-20 21:30:00,C01015,M0165,7.43,0
T2278,2025-02-20 21:34:00,C00504,M0317,22.09,0
T1940,2025-02-20 21:37:00,C00241,M0111,3.5,0
T8933,2025-02-20 21:40:00,C01552,M0272,6.06,0
T7891,2025-02-20 21:42:00,C01951,M0267,36.15,0
T9663,2025-02-20 21:49:00,C01134,M0293,16.01,0
T7310,2025-02-20 21:53:00,C01882,M0264,19.13,0
T1029,2025-02-20 21:59:00,C01268,M0009,20.09,0
T6034,2025-02-20 22:04:00,C01401,M0303,43.38,0
T961,2025-02-20 22:20:00,C01576,M0258,22.58,0
T8011,2025-02-20 22:46:00,C00245,M0062,31.38,0
T5593,2025-02-20 22:49:00,C00803,M0064,37.91,0
T5691,2025-02-20 22:53:00,C00012,M0431,21.64,0
T9682,2025-02-20 22:54:00,C01576,M0340,17.15,0
T2089,2025-02-20 22:59:00,C01418,M0225,29.64,0
T1928,2025-02-20 23:04:00,C00644,M0289,29.13,0
T8007,2025-02-20 23:16:00,C00184,M0162,4.55,0
T3702,2025-02-20 23:22:00,C01558,M0138,19.14,0
T2501,2025-02-21 00:05:00,C00744,M0446,37.93,0
T3452,2025-02-21 00:23:00,C00600,M0124,52.82,0
T7495,2025-02-21 00:34:00,C01448,M0271,19.09,0
T757,2025-02-21 00:37:00,C00733,M0347,70.75,0
T848,2025-02-21 00:39:00,C00901,M0278,10.29,0
T4473,2025-02-21 00:53:00,C00473,M0075,3.92,0
T7317,2025-02-21 00:55:00,C01852,M0169,35.97,0
T1159,2025-02-21 01:06:00,C00891,M0192,9.38,0
T8922,2025-02-21 01:08:00,C01593,M0067,24.11,0
T1074,2025-02-21 01:09:00,C00485,M0359,51.05,0
T383,2025-02-21 01:23:00,C01164,M0080,12.67,0
T167,2025-02-21 01:30:00,C01100,M0217,4.31,0
T6311,2025-02-21 01:31:00,C01546,M0023,2.95,0
T9247,2025-02-21 01:35:00,C01796,M0388,7.09,0
T4197,2025-02-21 01:39:00,C00049,M0367,8.17,0
T1337,2025-02-21 01:43:00,C00446,M0420,22.73,0
T7702,2025-02-21 01:48:00,C01910,M0494,11.77,0
T9992,2025-02-21 01:51:00,C01755,M0061,8.95,0
T738,2025-02-21 01:53:00,C01507,M0343,22.83,0
T7037,2025-02-21 02:08:00,C01679,M0313,28.77,0
T5460,2025-02-21 02:20:00,C01790,M0241,19.22,0
T6505,2025-02-21 02:31:00,C01651,M0076,34.28,0
T7059,2025-02-21 02:46:00,C01736,M0275,127.75,0
T1566,2025-02-21 02:49:00,C01612,M0081,17.88,0
T2328,2025-02-21 02:56:00,C01594,M0181,4.32,0
T4727,2025-02-21 02:56:00,C00965,M0284,15.84,0
T6715,2025-02-21 03:00:00,C01877,M0231,20.36,0
T4805,2025-02-21 03:28:00,C00594,M0430,35.52,0
T223,2025-02-21 03:36:00,C00480,M0053,123.3,0
T8649,2025-02-21 03:44:00,C01728,M0254,3.29,0
T412,2025-02-21 03:46:00,C01882,M0299,16.9,0
T812,2025-02-21 04:06:00,C01272,M0368,28.56,0
T829,2025-02-21 04:08:00,C01004,M0406,63.81,0
T6984,2025-02-21 04:10:00,C00148,M0111,13.15,0
T937,2025-02-21 04:18:00,C00174,M0439,28.58,0
T8653,2025-02-21 04:24:00,C00167,M0311,91.18,0
T7970,2025-02-21 04:25:00,C01987,M0018,9.1,0
T6144,2025-02-21 04:37:00,C00899,M0414,21.45,0
T8478,2025-02-21 04:39:00,C00986,M0121,14.78,0
T9293,2025-02-21 05:01:00,C00174,M0478,6.94,0
T299,2025-02-21 05:04:00,C01594,M0308,6.29,0
T9100,2025-02-21 05:06:00,C00348,M0098,23.6,0
T5954,2025-02-21 05:15:00,C00077,M0257,199.06,0
T9394,2025-02-21 05:17:00,C00727,M0333,61.3,0
T5776,2025-02-21 05:22:00,C01317,M0459,13.55,0
T1976,2025-02-21 05:30:00,C01879,M0129,45.95,0
T6288,2025-02-21 05:39:00,C01596,M0064,16.62,0
T1442,2025-02-21 05:41:00,C01515,M0135,45.15,0
T4139,2025-02-21 05:48:00,C01454,M0161,21.93,0
T2107,2025-02-21 05:54:00,C01132,M0177,10.21,0
T841,2025-02-21 05:54:00,C00674,M0381,41.42,0
T2181,2025-02-21 06:00:00,C00454,M0165,25.11,0
T6607,2025-02-21 06:05:00,C01490,M0206,16.37,0
T2196,2025-02-21 06:22:00,C01237,M0283,10.96,0
T6171,2025-02-21 06:43:00,C01889,M0204,11.73,0
T386,2025-02-21 06:47:00,C00709,M0457,9.28,0
T3209,2025-02-21 06:51:00,C00620,M0101,41.79,0
T2177,2025-02-21 07:01:00,C01365,M0476,22.0,0
T3021,2025-02-21 07:09:00,C01702,M0203,124.26,0
T6020,2025-02-21 07:10:00,C00763,M0096,23.32,0
T8503,2025-02-21 07:29:00,C00310,M0372,15.19,0
T4108,2025-02-21 07:43:00,C01710,M0271,67.66,0
T9572,2025-02-21 07:54:00,C01667,M0230,68.15,0
T5245,2025-02-21 07:54:00,C00838,M0387,26.22,0
T5457,2025-02-21 08:02:00,C01659,M0136,3.18,0
T7426,2025-02-21 08:07:00,C01651,M0121,10.87,0
T4378,2025-02-21 08:13:00,C00639,M0355,7.62,0
T6877,2025-02-21 08:28:00,C00306,M0493,6.8,0
T7826,2025-02-21 08:33:00,C01977,M0346,8.64,0
T8351,2025-02-21 08:40:00,C00367,M0449,67.22,0
T718,2025-02-21 08:43:00,C00675,M0460,5.22,0
T2201,2025-02-21 08:45:00,C00703,M0017,25.64,0
T43,2025-02-21 08:49:00,C00494,M0368,7.94,0
T8150,2025-02-21 08:50:00,C00014,M0063,21.81,0
T1385,2025-02-21 08:52:00,C00254,M0374,17.33,0
T5698,2025-02-21 09:04:00,C00723,M0094,30.39,0
T8540,2025-02-21 09:14:00,C01037,M0189,5.93,0
T2621,2025-02-21 09:17:00,C01963,M0056,5.52,0
T5959,2025-02-21 09:44:00,C01231,M0329,8.22,0
T3246,2025-02-21 09:47:00,C00863,M0267,11.58,0
T1370,2025-02-21 09:58:00,C01670,M0392,15.15,0
T9320,2025-02-21 10:11:00,C00503,M0330,6.71,0
T1148,2025-02-21 10:15:00,C00348,M0388,34.7,0
T4819,2025-02-21 10:15:00,C00685,M0076,5.71,0
T74,2025-02-21 10:25:00,C00032,M0470,15.54,0
T2109,2025-02-21 10:29:00,C01058,M0258,10.3,0
T2695,2025-02-21 10:31:00,C00644,M0446,10.01,0
T3548,2025-02-21 10:43:00,C00612,M0485,27.96,0
T3401,2025-02-21 10:45:00,C00234,M0210,31.33,0
T7766,2025-02-21 10:54:00,C01206,M0407,81.47,0
T8141,2025-02-21 10:59:00,C01856,M0144,7.85,0
T4601,2025-02-21 11:02:00,C01443,M0389,18.5,0
T8381,2025-02-21 11:23:00,C01751,M0009,6.74,0
T1773,2025-02-21 11:31:00,C01508,M0101,38.77,0
T1736,2025-02-21 11:37:00,C01198,M0465,37.9,0
T6911,2025-02-21 12:00:00,C00139,M0225,60.66,0
T9125,2025-02-21 12:03:00,C00128,M0348,39.88,0
T2021,2025-02-21 12:12:00,C01607,M0125,25.53,0
T1240,2025-02-21 12:22:00,C00281,M0078,17.87,1
T6691,2025-02-21 12:45:00,C01669,M0035,6.93,0
T3652,2025-02-21 12:58:00,C00381,M0209,23.94,0
T6351,2025-02-21 12:59:00,C00648,M0495,28.9,0
T5663,2025-02-21 13:09:00,C00818,M0043,110.88,0
T7058,2025-02-21 13:11:00,C01078,M0124,39.72,0
T7616,2025-02-21 13:13:00,C00809,M0197,10.87,0
T7767,2025-02-21 13:35:00,C00422,M0479,14.92,0
T2218,2025-02-21 13:50:00,C00967,M0226,3.31,0
T5679,2025-02-21 14:06:00,C01692,M0129,12.71,0
T285,2025-02-21 14:10:00,C00775,M0073,6.88,0
T7376,2025-02-21 14:28:00,C01727,M0356,68.97,0
T1635,2025-02-21 14:38:00,C01275,M0091,2.24,0
T1689,2025-02-21 14:39:00,C01724,M0467,7.65,0
T7369,2025-02-21 14:43:00,C01468,M0027,13.18,0
T8786,2025-02-21 14:47:00,C00626,M0498,53.45,1
T5600,2025-02-21 14:48:00,C00095,M0284,11.45,0
T7582,2025-02-21 14:49:00,C01563,M0293,83.48,0
T8399,2025-02-21 15:13:00,C00896,M0240,3.28,0
T9332,2025-02-21 15:51:00,C00096,M0335,16.59,0
T7920,2025-02-21 16:00:00,C00411,M0046,26.49,0
T9061,2025-02-21 16:08:00,C01591,M0055,16.69,0
T6159,2025-02-21 16:17:00,C00289,M0124,16.99,0
T1692,2025-02-21 16:41:00,C00736,M0461,15.29,0
T546,2025-02-21 17:00:00,C00427,M0495,20.11,0
T6502,2025-02-21 17:02:00,C00809,M0336,12.06,0
T1266,2025-02-21 17:18:00,C00762,M0007,23.24,0
T9133,2025-02-21 17:35:00,C01218,M0473,20.57,0
T6893,2025-02-21 17:39:00,C01541,M0175,4.17,0
T9652,2025-02-21 17:59:00,C00918,M0143,10.95,0
T2192,2025-02-21 18:00:00,C01023,M0399,19.49,0
T7983,2025-02-21 18:11:00,C00670,M0125,9.77,0
T1217,2025-02-21 18:12:00,C00201,M0440,35.1,0
T296,2025-02-21 18:23:00,C01780,M0244,12.47,0
T1520,2025-02-21 18:33:00,C00156,M0201,11.82,0
T8527,2025-02-21 18:34:00,C00287,M0481,11.36,0
T2895,2025-02-21 18:47:00,C00598,M0473,14.89,0
T8242,2025-02-21 19:19:00,C00070,M0198,28.62,0
T3820,2025-02-21 19:21:00,C01592,M0494,43.3,0
T2614,2025-02-21 19:23:00,C00728,M0386,73.87,1
T3517,2025-02-21 19:39:00,C00281,M0409,3.44,0
T9405,2025-02-21 19:52:00,C01088,M0215,23.97,0
T8125,2025-02-21 19:52:00,C00020,M0336,132.53,0
T3108,2025-02-21 19:57:00,C01130,M0087,50.81,0
T4830,2025-02-21 20:00:00,C01755,M0082,318.4,0
T8019,2025-02-21 20:16:00,C00961,M0191,25.19,0
T2851,2025-02-21 20:18:00,C01104,M0057,20.96,0
T1693,2025-02-21 20:23:00,C00941,M0341,16.4,0
T2857,2025-02-21 20:23:00,C01759,M0072,10.31,0
T1284,2025-02-21 20:26:00,C01469,M0058,13.28,0
T3753,2025-02-21 20:31:00,C01476,M0139,191.98,0
T6772,2025-02-21 20:41:00,C01193,M0003,28.03,0
T1412,2025-02-21 20:51:00,C01582,M0122,13.34,0
T6153,2025-02-21 20:54:00,C01212,M0403,18.96,0
T2067,2025-02-21 20:56:00,C00394,M0367,92.28,0
T8180,2025-02-21 21:02:00,C00362,M0057,17.18,0
T3907,2025-02-21 21:04:00,C00683,M0071,15.21,0
T3635,2025-02-21 21:07:00,C01964,M0373,8.1,0
T7025,2025-02-21 21:10:00,C01206,M0167,5.55,0
T4986,2025-02-21 21:11:00,C01485,M0345,3.12,0
T9809,2025-02-21 21:16:00,C01105,M0115,85.73,1
T9763,2025-02-21 21:23:00,C01543,M0216,48.32,0
T396,2025-02-21 21:40:00,C01686,M0177,15.6,0
T1658,2025-02-21 21:44:00,C01183,M0441,27.61,0
T7139,2025-02-21 21:55:00,C00602,M0336,13.51,0
T3448,2025-02-21 22:03:00,C00426,M0097,16.35,0
T7943,2025-02-21 22:17:00,C01927,M0100,13.81,0
T4855,2025-02-21 22:35:00,C01787,M0087,12.08,0
T6542,2025-02-21 22:37:00,C01105,M0273,103.16,0
T9117,2025-02-21 22:44:00,C01359,M0404,11.44,0
T6266,2025-02-21 22:47:00,C00094,M0413,11.57,0
T2954,2025-02-21 22:53:00,C00754,M0333,5.15,0
T9658,2025-02-21 22:56:00,C00694,M0137,105.74,0
T4081,2025-02-21 22:56:00,C01059,M0199,13.17,1
T4514,2025-02-21 23:22:00,C00591,M0066,13.54,0
T5708,2025-02-21 23:32:00,C01708,M0168,7.97,0
T7528,2025-02-21 23:34:00,C01725,M0437,22.95,0
T1368,2025-02-21 23:39:00,C00983,M0075,17.58,0
T9746,2025-02-21 23:57:00,C00386,M0497,32.06,1
T3135,2025-02-21 23:58:00,C01438,M0313,23.16,0
T2708,2025-02-22 00:25:00,C01972,M0210,21.72,0
T9460,2025-02-22 00:27:00,C00048,M0312,5.7,0
T1349,2025-02-22 00:30:00,C01357,M0442,62.84,0
T9719,2025-02-22 00:41:00,C00758,M0403,10.19,0
T5051,2025-02-22 01:20:00,C01634,M0148,108.89,0
T3132,2025-02-22 01:24:00,C00514,M0066,13.53,0
T3266,2025-02-22 01:25:00,C00548,M0222,119.2,0
T2617,2025-02-22 01:31:00,C00779,M0338,10.72,0
T8241,2025-02-22 01:51:00,C01298,M0020,26.96,0
T9283,2025-02-22 02:08:00,C00018,M0406,47.45,0
T7195,2025-02-22 02:20:00,C01053,M0316,73.7,0
T4943,2025-02-22 02:33:00,C01365,M0339,103.21,0
T1162,2025-02-22 02:39:00,C00640,M0241,4.5,0
T8052,2025-02-22 02:39:00,C01171,M0115,5.23,0
T957,2025-02-22 02:46:00,C01601,M0220,9.77,0
T2553,2025-02-22 02:54:00,C01977,M0319,39.69,0
T6690,2025-02-22 02:57:00,C01830,M0311,99.57,0
T1066,2025-02-22 03:00:00,C00888,M0456,9.55,0
T6473,2025-02-22 03:09:00,C01143,M0065,13.82,0
T7498,2025-02-22 03:22:00,C00108,M0370,14.21,0
T9636,2025-02-22 03:57:00,C01701,M0491,32.1,0
T7238,2025-02-22 03:58:00,C00301,M0181,39.29,0
T9144,2025-02-22 04:13:00,C00365,M0277,54.4,0
T6306,2025-02-22 04:15:00,C00985,M0375,84.48,0
T5085,2025-02-22 04:19:00,C00586,M0179,23.32,0
T9845,2025-02-22 04:27:00,C01368,M0360,6.78,0
T6812,2025-02-22 04:28:00,C00464,M0219,14.87,0
T5759,2025-02-22 04:43:00,C01219,M0283,5.56,0
T8118,2025-02-22 04:44:00,C00161,M0396,57.49,0
T5870,2025-02-22 04:59:00,C00197,M0273,5.86,0
T1293,2025-02-22 05:06:00,C01345,M0260,21.27,0
T9937,2025-02-22 05:19:00,C00735,M0128,19.82,0
T5146,2025-02-22 05:29:00,C01459,M0139,7.56,0
T3953,2025-02-22 05:45:00,C00660,M0246,16.63,0
T7728,2025-02-22 05:55:00,C01555,M0437,38.42,0
T5809,2025-02-22 06:02:00,C01781,M0158,32.03,0
T3249,2025-02-22 06:10:00,C00276,M0122,15.89,0
T8903,2025-02-22 06:17:00,C01601,M0013,10.19,0
T8929,2025-02-22 06:31:00,C00761,M0046,12.21,0
T4031,2025-02-22 06:37:00,C01957,M0376,38.48,0
T8024,2025-02-22 06:42:00,C00349,M0255,67.65,0
T4902,2025-02-22 07:01:00,C01717,M0284,6.39,0
T1684,2025-02-22 07:04:00,C00556,M0466,46.53,0
T5135,2025-02-22 07:08:00,C00111,M0265,56.11,0
T9639,2025-02-22 07:12:00,C00434,M0083,43.27,0
T5756,2025-02-22 07:18:00,C01669,M0000,10.01,0
T4880,2025-02-22 07:19:00,C00131,M0266,8.77,0
T9977,2025-02-22 07:20:00,C01516,M0001,7.44,0
T4545,2025-02-22 07:24:00,C01032,M0414,11.64,0
T2868,2025-02-22 07:30:00,C01845,M0183,27.6,0
T471,2025-02-22 07:53:00,C00075,M0411,54.36,0
T3499,2025-02-22 07:57:00,C00433,M0096,47.18,0
T7742,2025-02-22 08:01:00,C00023,M0295,74.29,0
T8577,2025-02-22 08:19:00,C01374,M0297,22.63,0
T8508,2025-02-22 08:26:00,C01695,M0108,10.08,0
T2040,2025-02-22 08:28:00,C01595,M0462,10.36,0
T4510,2025-02-22 08:43:00,C00324,M0426,182.71,0
T7812,2025-02-22 08:43:00,C01275,M0394,5.74,0
T4999,2025-02-22 08:54:00,C00040,M0092,4.63,0
T2672,2025-02-22 08:55:00,C01202,M0117,19.05,0
T1537,2025-02-22 08:58:00,C00165,M0325,18.83,0
T5102,2025-02-22 09:06:00,C00046,M0452,7.75,0
T7945,2025-02-22 09:12:00,C01831,M0143,9.82,0
T135,2025-02-22 09:30:00,C01082,M0223,3.9,0
T3659,2025-02-22 09:31:00,C00153,M0261,31.65,0
T6188,2025-02-22 09:32:00,C00986,M0299,8.67,0
T1102,2025-02-22 09:32:00,C00453,M0478,20.55,0
T4876,2025-02-22 09:56:00,C00889,M0276,68.77,0
T6106,2025-02-22 10:03:00,C01846,M0053,21.88,0
T4773,2025-02-22 10:05:00,C00037,M0013,82.29,0
T5069,2025-02-22 10:24:00,C00024,M0248,28.57,0
T7288,2025-02-22 10:35:00,C00987,M0261,39.14,0
T1105,2025-02-22 10:40:00,C01463,M0263,10.44,0
T1374,2025-02-22 10:52:00,C00645,M0231,10.04,0
T8051,2025-02-22 10:56:00,C01042,M0186,3.85,0
T4477,2025-02-22 11:02:00,C01060,M0228,27.12,0
T9177,2025-02-22 11:02:00,C00958,M0315,24.65,0
T2557,2025-02-22 11:24:00,C00619,M0194,33.84,0
T9284,2025-02-22 11:51:00,C00639,M0469,19.24,0
T4586,2025-02-22 12:02:00,C01703,M0272,42.52,0
T8956,2025-02-22 12:03:00,C00521,M0360,7.43,0
T5701,2025-02-22 12:09:00,C01026,M0442,12.28,0
T8608,2025-02-22 12:22:00,C00222,M0284,27.99,0
T1137,2025-02-22 12:29:00,C01320,M0305,166.2,0
T7258,2025-02-22 12:45:00,C01089,M0498,8.63,0
T7669,2025-02-22 12:52:00,C01395,M0123,11.57,0
T655,2025-02-22 13:12:00,C00348,M0320,46.73,0
T9025,2025-02-22 13:17:00,C01863,M0342,12.79,0
T1017,2025-02-22 13:23:00,C01607,M0161,21.03,0
T778,2025-02-22 13:37:00,C00220,M0090,26.22,0
T8022,2025-02-22 13:41:00,C01374,M0486,19.48,0
T860,2025-02-22 13:43:00,C00969,M0414,19.48,0
T1535,2025-02-22 13:53:00,C00481,M0466,107.85,0
T3871,2025-02-22 13:55:00,C01116,M0193,8.68,0
T1758,2025-02-22 13:57:00,C00540,M0117,36.0,0
T3780,2025-02-22 14:11:00,C01986,M0347,6.28,0
T743,2025-02-22 14:25:00,C00835,M0286,47.38,0
T3145,2025-02-22 14:29:00,C00626,M0494,38.47,0
T1463,2025-02-22 14:38:00,C00039,M0445,85.19,0
T7938,2025-02-22 14:41:00,C01580,M0278,7.26,0
T149,2025-02-22 14:46:00,C00727,M0272,26.7,0
T3161,2025-02-22 14:49:00,C01661,M0017,2.9,0
T3276,2025-02-22 14:54:00,C00110,M0102,18.45,0
T9668,2025-02-22 15:07:00,C00611,M0300,12.7,0
